date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:11	2314/2314	---MCZ	200	added ('OK')	text/xml	date:Wed,%2011%20Dec%202024%2014:05:11%20GMT	https://b-f-p.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fb-f-p.co.uk%2F&format=xml	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-json/oembed/1.0/embed029d	(from https://b-f-p.co.uk/)
14:05:11	605/605	---M--	200	added ('OK')	image/png	etag:%22671a584b-25d%22	https://b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-32x32.png	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-32x32.png	(from https://b-f-p.co.uk/)
14:05:12	4084/4084	---M--	200	added ('OK')	image/png	etag:%22671a584c-ff4%22	https://b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-192x192.png	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-192x192.png	(from https://b-f-p.co.uk/)
14:05:12	10694/10694	---M--	200	added ('OK')	image/png	etag:%22671a5846-29c6%22	https://b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-180x180.png	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2021/04/cropped-bfp-icon-1-180x180.png	(from https://b-f-p.co.uk/)
14:05:12	4141/4141	---M--	200	added ('OK')	image/png	etag:%22671a584a-102d%22	https://b-f-p.co.uk/wp-content/uploads/2021/04/bfp-logo.png	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2021/04/bfp-logo.png	(from https://b-f-p.co.uk/)
14:05:13	21360/21360	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22671a577f-5370%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/BFP-Est-1976-White.svg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/BFP-Est-1976-White.svg	(from https://b-f-p.co.uk/)
14:05:13	124701/124701	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:13%20GMT	https://b-f-p.co.uk/fire-alarm-systems/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-alarm-systems/index.html	(from https://b-f-p.co.uk/)
14:05:14	124798/124798	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:13%20GMT	https://b-f-p.co.uk/emergency-lighting/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/emergency-lighting/index.html	(from https://b-f-p.co.uk/)
14:05:14	198889/198889	---M--	200	added ('OK')	image/jpeg	etag:%22671a5791-308e9%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/Comissioning.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/Comissioning.jpg	(from https://b-f-p.co.uk/)
14:05:15	124249/124249	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:14%20GMT	https://b-f-p.co.uk/fire-safety-signs/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-safety-signs/index.html	(from https://b-f-p.co.uk/)
14:05:15	49764/49764	---M--	200	added ('OK')	image/jpeg	etag:%22671a5788-c264%22	https://b-f-p.co.uk/wp-content/uploads/2023/02/Fire-Safety-and-security.jpg	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/wp-content/uploads/2023/02/Fire-Safety-and-security.jpg	(from https://b-f-p.co.uk/)
14:05:15	124456/124456	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:15%20GMT	https://b-f-p.co.uk/fire-extinguishers/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-extinguishers/index.html	(from https://b-f-p.co.uk/)
14:05:16	125222/125222	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:15%20GMT	https://b-f-p.co.uk/fire-suppression/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/fire-suppression/index.html	(from https://b-f-p.co.uk/)
14:05:16	124010/124010	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:15%20GMT	https://b-f-p.co.uk/monitoring-systems/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/monitoring-systems/index.html	(from https://b-f-p.co.uk/)
14:05:17	124560/124560	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2014:05:16%20GMT	https://b-f-p.co.uk/specialist-detection-services/	C:/My%20Web%20Sites/BFP%20Site/b-f-p.co.uk/specialist-detection-services/index.html	(from https://b-f-p.co.uk/)
